name,full_name,birth_date,age,height_cm,weight_kgs,positions,nationality,overall_rating,potential,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),body_type,release_clause_euro,national_team,national_rating,national_team_position,national_jersey_number,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,positions_list,primary_position,positions_count,flag_missing_birth_date,flag_overall_gt_potential,flag_non_positive_value,flag_non_positive_wage,player_key
A. Hrustić,Ajdin Hrustić,1996-07-05,29.5,152.4,69.9,"CM,CDM,LM",Australia,67,75,1100000.0,3000.0,Left,1,3,3,Normal,1900000.0,,,,,65,59,54,70,46,70,72,66,65,72,73,70,74,66,59,62,65,54,65,65,35,59,60,66,52,66,55,59,48,"['CM', 'CDM', 'LM']",CM,3,False,False,False,False,ajdin-hrusti-1996-07-05
S. Jiménez,Santiago Jiménez,1998-03-01,27.9,175.26,69.9,RB,Colombia,57,74,200000.0,1000.0,Right,1,2,2,Normal,395000.0,,,,,47,25,57,56,23,50,33,33,30,46,72,74,60,55,76,20,60,58,59,27,48,56,52,36,30,37,62,52,49,['RB'],RB,1,False,False,False,False,santiago-jim-nez-1998-03-01
A. Keita,Alhassane Keita,1992-04-16,33.8,182.88,78.9,ST,Guinea,66,68,800000.0,3000.0,Right,1,3,3,Stocky,1700000.0,,,,,39,64,57,46,43,66,36,37,28,65,79,88,68,65,65,64,72,67,79,62,45,14,68,47,55,64,23,16,20,['ST'],ST,1,False,False,False,False,alhassane-keita-1992-04-16
S. Freis,Sebastian Freis,1985-04-23,40.7,182.88,78.0,"LM,ST",Germany,66,66,400000.0,4000.0,Right,1,3,2,Normal,620000.0,,,,,62,66,62,65,64,65,58,49,61,62,66,71,66,71,61,70,60,63,67,62,48,43,71,63,61,64,42,39,29,"['LM', 'ST']",LM,2,False,False,False,False,sebastian-freis-1985-04-23
N. Bishop,Nathan Bishop,1999-10-15,26.3,185.42,72.1,GK,England,61,76,425000.0,1000.0,Right,1,3,1,Normal,1000000.0,,,,,13,6,13,25,9,12,10,13,26,18,17,25,33,37,49,16,61,25,42,9,26,12,6,24,16,37,13,13,12,['GK'],GK,1,False,False,False,False,nathan-bishop-1999-10-15
J. Rankin-Costello,Joe Rankin-Costello,1999-07-26,26.5,182.88,73.9,"RM,LM",England,55,67,150000.0,3000.0,Right,1,3,2,Normal,315000.0,,,,,49,53,37,53,40,59,44,33,46,50,77,69,70,49,70,50,45,47,51,33,34,19,47,45,50,46,33,24,30,"['RM', 'LM']",RM,2,False,False,False,False,joe-rankin-costello-1999-07-26
A. Malarz,Arkadiusz Malarz,1980-06-19,45.6,187.96,86.2,GK,Poland,70,70,120000.0,3000.0,Right,1,3,1,Normal,168000.0,,,,,33,12,16,56,15,29,13,21,45,33,25,22,21,75,43,19,35,27,44,14,39,22,13,56,35,61,12,21,24,['GK'],GK,1,False,False,False,False,arkadiusz-malarz-1980-06-19
R. Procházka,Roman Procházka,1989-03-14,36.9,182.88,77.1,"CDM,CM",Slovakia,67,67,600000.0,1000.0,Right,1,3,2,Normal,1300000.0,,,,,46,45,63,66,44,62,49,53,64,58,56,63,62,69,60,68,61,68,70,63,59,69,50,64,52,62,69,70,71,"['CDM', 'CM']",CDM,2,False,False,False,False,roman-proch-zka-1989-03-14
J. Dunleavy,Johnny Dunleavy,1991-07-03,34.5,182.88,71.2,"RB,CB,LB",Republic of Ireland,60,60,180000.0,1000.0,Right,1,4,2,Lean,279000.0,,,,,58,42,55,60,33,49,42,36,56,59,52,53,50,56,52,52,78,66,55,15,56,58,50,51,47,56,58,62,61,"['RB', 'CB', 'LB']",RB,3,False,False,False,False,johnny-dunleavy-1991-07-03
Camacho,João Pedro Gomes Camacho,1994-06-23,31.6,170.18,74.8,"RW,LW",Portugal,72,78,4300000.0,9000.0,Right,1,3,4,Normal,9800000.0,,,,,68,64,43,65,54,75,74,66,59,74,79,78,82,73,80,75,41,74,51,74,45,26,70,64,67,76,27,35,29,"['RW', 'LW']",RW,2,False,False,False,False,jo-o-pedro-gomes-camacho-1994-06-23
A. Luna,Adrián Nicolás Luna Retamar,1992-04-12,33.8,170.18,62.1,"RM,LM,ST",Uruguay,68,69,1100000.0,4000.0,Right,1,3,3,Normal,1800000.0,,,,,65,61,56,64,61,67,81,73,57,67,86,87,90,62,88,74,72,70,35,66,43,23,59,58,64,66,37,36,31,"['RM', 'LM', 'ST']",RM,3,False,False,False,False,adri-n-nicol-s-luna-retamar-1992-04-12
V. Lampropoulos,Vasilios Lampropoulos,1990-03-31,35.8,185.42,83.0,CB,Greece,70,70,1400000.0,1000.0,Right,1,2,2,Normal,3200000.0,Greece,75.0,SUB,3.0,59,36,66,58,35,48,36,40,64,54,69,69,66,64,54,52,68,76,74,49,64,72,40,42,40,62,72,74,72,['CB'],CB,1,False,False,False,False,vasilios-lampropoulos-1990-03-31
V. Lia,Vince Lia,1985-03-18,40.8,152.4,73.0,"CDM,CM",Australia,63,63,150000.0,1000.0,Right,1,3,2,Normal,188000.0,,,,,52,46,58,61,34,49,40,44,62,58,43,46,63,57,60,64,74,80,78,66,75,58,50,63,48,61,60,60,54,"['CDM', 'CM']",CDM,2,False,False,False,False,vince-lia-1985-03-18
B. van Hintum,Bart van Hintum,1987-01-16,39.0,152.4,76.2,LB,Netherlands,67,67,500000.0,3000.0,Left,1,3,2,Normal,725000.0,,,,,72,37,60,68,59,66,77,76,63,64,65,58,63,64,71,73,67,62,66,58,64,67,55,56,66,68,69,69,67,['LB'],LB,1,False,False,False,False,bart-van-hintum-1987-01-16
S. Dzhanaev,Soslan Dzhanaev,1987-03-13,38.9,190.5,87.1,GK,Russia,74,74,3400000.0,4000.0,Right,1,2,1,Normal,4600000.0,,,,,19,13,12,27,19,12,16,14,22,21,45,47,47,70,43,18,68,18,65,19,29,21,14,34,14,33,19,13,11,['GK'],GK,1,False,False,False,False,soslan-dzhanaev-1987-03-13
Dome,Domènec Estorach Ruedas,1996-01-01,30.1,175.26,68.9,"CM,CDM",Spain,61,66,325000.0,1000.0,Right,1,3,2,Normal,528000.0,,,,,53,48,55,71,49,54,43,49,70,57,55,54,53,61,58,55,56,49,48,49,57,55,45,62,70,49,60,59,58,"['CM', 'CDM']",CM,2,False,False,False,False,dom-nec-estorach-ruedas-1996-01-01
D. Thøgersen,Daniel Thøgersen,2000-01-08,26.0,182.88,74.8,LB,Denmark,52,66,90000.0,1000.0,Left,1,3,2,Lean,169000.0,,,,,46,26,37,39,29,40,25,28,30,46,73,75,77,47,65,28,65,58,33,25,46,47,52,36,39,52,45,50,50,['LB'],LB,1,False,False,False,False,daniel-th-gersen-2000-01-08
P. Polomat,Pierre-Yves Polomat,1993-12-27,32.1,182.88,78.0,LB,France,68,72,975000.0,9000.0,Left,1,3,2,Normal,1900000.0,,,,,69,40,53,65,32,62,54,64,59,63,78,78,65,60,66,68,69,77,75,49,75,65,52,57,47,58,65,62,68,['LB'],LB,1,False,False,False,False,pierre-yves-polomat-1993-12-27
Nam Joon Jae,남준재 南君宰,1988-04-07,37.8,182.88,74.8,"LM,LW,RM",Korea Republic,68,68,850000.0,3000.0,Right,1,3,3,Lean,1100000.0,,,,,65,62,62,62,60,70,43,48,62,67,78,81,76,66,62,63,81,74,68,60,61,37,64,51,52,51,27,21,17,"['LM', 'LW', 'RM']",LM,3,False,False,False,False,1988-04-07
Sun Ke,孙可,1989-08-26,36.4,154.94,69.9,"RW,CAM,CF",China PR,68,68,900000.0,10000.0,Right,1,4,3,Normal,1900000.0,,,,,68,66,44,61,59,70,63,41,62,63,73,79,70,72,75,70,61,84,61,60,65,56,68,64,49,52,66,58,45,"['RW', 'CAM', 'CF']",RW,3,False,False,False,False,1989-08-26
Denilson,Denilson Pereira Junior,1995-07-18,30.5,187.96,72.1,"LM,ST",Brazil,69,77,1500000.0,10000.0,Right,1,2,3,Lean,2900000.0,,,,,55,65,69,65,57,74,52,36,63,72,76,75,77,65,57,61,63,75,67,55,68,24,67,66,62,61,25,23,22,"['LM', 'ST']",LM,2,False,False,False,False,denilson-pereira-junior-1995-07-18
K. Veendorp,Keziah Veendorp,1997-02-17,28.9,182.88,77.1,CB,Netherlands,65,74,725000.0,1000.0,Right,1,4,2,Stocky,1200000.0,,,,,34,39,66,66,50,56,40,57,65,62,67,71,65,53,53,69,83,61,75,56,61,58,23,26,62,54,62,65,64,['CB'],CB,1,False,False,False,False,keziah-veendorp-1997-02-17
A. Stadler,Andrew Stadler,1988-01-05,38.0,152.4,71.2,"ST,RM",United States,61,61,240000.0,1000.0,Right,1,3,2,Lean,300000.0,,,,,52,59,52,54,53,61,49,36,47,55,74,74,76,61,75,57,67,77,60,56,77,18,64,55,57,57,34,17,13,"['ST', 'RM']",ST,2,False,False,False,False,andrew-stadler-1988-01-05
D. Cruz,Diego Cruz,1995-01-13,31.0,170.18,59.9,"RB,LB,RWB,LWB",Mexico,60,65,230000.0,1000.0,Right,1,3,2,Lean,408000.0,,,,,59,29,56,60,32,61,57,35,57,56,72,71,75,55,66,58,71,64,59,32,65,55,52,51,45,60,57,55,55,"['RB', 'LB', 'RWB', 'LWB']",RB,4,False,False,False,False,diego-cruz-1995-01-13
Lucas,Lucas Ribeiro Fonseca,2000-08-18,25.4,152.4,72.1,RB,Spain,57,71,180000.0,1000.0,Right,1,3,3,Normal,392000.0,,,,,54,32,48,58,45,52,52,32,57,55,63,62,61,57,62,46,52,56,54,35,60,55,49,49,39,48,56,55,56,['RB'],RB,1,False,False,False,False,lucas-ribeiro-fonseca-2000-08-18
D. Templeton,David Templeton,1989-01-07,37.0,175.26,63.0,"LM,CM,ST",Scotland,66,66,625000.0,4000.0,Right,1,4,4,Normal,1100000.0,,,,,62,63,54,60,54,68,57,60,53,63,75,80,76,60,75,64,57,62,64,60,54,48,65,62,58,62,42,46,42,"['LM', 'CM', 'ST']",LM,3,False,False,False,False,david-templeton-1989-01-07
C. Musonda,Charly Musonda Junior,1996-10-15,29.3,172.72,66.2,"RW,LW",Belgium,74,82,8500000.0,11000.0,Right,1,5,4,Lean,14500000.0,,,,,72,65,39,72,52,80,69,59,69,78,88,80,91,70,82,70,38,60,41,62,32,21,68,67,55,66,24,20,22,"['RW', 'LW']",RW,2,False,False,False,False,charly-musonda-junior-1996-10-15
E. Cardozo,Evelio Cardozo,2001-02-06,25.0,165.1,59.0,"CAM,CM",Argentina,60,80,400000.0,1000.0,Right,1,3,2,Normal,960000.0,,,,,48,47,45,65,52,60,51,49,59,58,70,63,69,56,86,62,64,49,44,53,42,34,58,57,56,65,46,49,53,"['CAM', 'CM']",CAM,2,False,False,False,False,evelio-cardozo-2001-02-06
R. Soriano,Roberto Soriano,1991-02-08,34.9,182.88,76.2,"LM,CM,CAM",Italy,77,77,9500000.0,31000.0,Right,2,4,4,Normal,,,,,,77,72,65,78,73,78,78,56,77,79,75,75,79,73,72,77,66,65,69,77,74,69,74,78,62,75,67,69,67,"['LM', 'CM', 'CAM']",LM,3,False,False,False,False,roberto-soriano-1991-02-08
Ke Zhao,柯钊,1989-03-25,36.8,175.26,69.9,"LWB,LM",China PR,60,60,160000.0,2000.0,Left,1,2,2,Lean,344000.0,,,,,60,22,49,52,23,52,56,27,42,53,56,54,66,63,78,55,77,79,69,23,78,57,42,30,33,56,60,61,57,"['LWB', 'LM']",LWB,2,False,False,False,False,1989-03-25
D. Newton,Danny Newton,1991-03-18,34.8,152.4,74.8,ST,England,64,64,475000.0,3000.0,Left,1,4,3,Normal,831000.0,,,,,35,64,55,44,63,63,43,33,29,63,79,76,77,56,62,64,78,80,76,53,77,23,64,52,61,57,28,11,18,['ST'],ST,1,False,False,False,False,danny-newton-1991-03-18
Jorge Carvallinho,Jorge Pietro Carvalho Porfírio,1984-02-29,41.9,187.96,79.8,"CB,LB",Brazil,72,72,950000.0,15000.0,Left,1,3,2,Normal,1800000.0,,,,,54,53,68,67,45,47,47,54,60,65,61,60,45,70,38,64,62,72,84,48,73,69,44,48,61,72,73,73,68,"['CB', 'LB']",CB,2,False,False,False,False,jorge-pietro-carvalho-porf-rio-1984-02-29
C. Borchgrevink,Christian Dahle Borchgrevink,1999-05-11,26.7,182.88,72.1,RB,Norway,56,69,150000.0,1000.0,Right,1,4,2,Lean,281000.0,,,,,56,38,47,55,28,52,54,34,49,51,72,68,58,51,68,51,59,60,51,44,56,48,48,44,41,45,49,57,55,['RB'],RB,1,False,False,False,False,christian-dahle-borchgrevink-1999-05-11
K. Kushibiki,节引 一紀,1993-02-12,32.9,182.88,83.9,"CB,LB",Japan,63,66,400000.0,2000.0,Right,1,3,2,Normal,530000.0,,,,,45,25,61,44,34,29,27,27,35,47,61,63,55,64,66,41,73,62,75,23,67,58,36,28,35,43,62,64,60,"['CB', 'LB']",CB,2,False,False,False,False,1993-02-12
K. Harris,Kadeem Harris,1993-06-08,32.6,175.26,68.0,"LM,RM",England,67,70,950000.0,14000.0,Right,1,3,3,Stocky,2000000.0,,,,,63,56,29,67,18,71,34,25,54,70,86,80,86,58,87,55,75,67,60,51,33,29,57,48,40,49,25,26,28,"['LM', 'RM']",LM,2,False,False,False,False,kadeem-harris-1993-06-08
I. Bandalovski,Ivan Bandalovski,1986-11-23,39.2,182.88,77.1,RB,Bulgaria,67,67,,,Right,1,3,3,Normal,,,,,,68,34,50,57,49,63,23,40,65,65,71,74,67,67,75,70,66,72,60,44,77,62,66,58,53,60,69,64,67,['RB'],RB,1,False,False,False,False,ivan-bandalovski-1986-11-23
A. Ghazal,Aly Ghazal,1992-02-01,34.0,187.96,83.9,CDM,Egypt,71,74,2500000.0,8000.0,Right,1,3,3,Lean,5400000.0,,,,,44,25,73,69,31,63,48,30,63,68,52,51,60,72,50,50,48,76,86,39,71,73,47,61,39,71,71,66,69,['CDM'],CDM,1,False,False,False,False,aly-ghazal-1992-02-01
S. Spasov,Slavi Spasov,2001-12-31,24.1,170.18,55.8,ST,Bulgaria,49,74,70000.0,1000.0,Right,1,3,2,Lean,193000.0,,,,,25,52,49,40,37,43,33,30,34,45,63,63,60,50,75,43,62,57,29,46,32,19,50,44,59,49,19,13,10,['ST'],ST,1,False,False,False,False,slavi-spasov-2001-12-31
K. Høgh,Kasper Waarst Høgh,2000-12-06,25.1,152.4,60.8,ST,Denmark,55,69,180000.0,1000.0,Right,1,3,2,Normal,338000.0,,,,,33,59,56,39,37,48,32,31,30,53,65,61,71,53,66,50,73,50,61,47,32,16,55,49,53,52,14,15,19,['ST'],ST,1,False,False,False,False,kasper-waarst-h-gh-2000-12-06
D. Leverock,Dante Leverock,1992-04-11,33.8,195.58,86.2,CB,Bermuda,55,57,90000.0,1000.0,Right,1,2,2,Normal,146000.0,,,,,26,23,55,44,22,28,21,24,40,43,51,60,45,43,39,38,73,62,78,19,49,52,20,32,37,46,46,58,51,['CB'],CB,1,False,False,False,False,dante-leverock-1992-04-11
G. Singh Sandhu,Gurpreet Singh Sandhu,1992-02-03,34.0,193.04,89.8,GK,India,63,67,,,Right,1,2,1,Normal,,,,,,20,13,18,24,16,13,14,20,27,23,42,40,38,65,37,14,51,36,70,13,23,23,16,40,15,57,19,15,11,['GK'],GK,1,False,False,False,False,gurpreet-singh-sandhu-1992-02-03
B. Al Mutairi,Bandar Al Mutairi,1990-03-14,35.9,167.64,49.9,"LB,LWB",Saudi Arabia,63,63,290000.0,3000.0,Left,1,3,2,Lean,479000.0,,,,,61,22,41,56,20,55,57,33,41,56,83,83,75,54,73,20,70,85,57,29,55,54,51,43,37,49,58,61,56,"['LB', 'LWB']",LB,2,False,False,False,False,bandar-al-mutairi-1990-03-14
M. Vargas,Matías Vargas,1997-05-08,28.7,167.64,66.2,"LW,CAM",Argentina,75,86,11500000.0,13000.0,Right,1,3,4,Normal,19600000.0,,,,,73,72,39,71,59,80,56,53,69,78,90,84,87,64,91,71,61,85,50,69,45,30,67,73,69,77,43,42,37,"['LW', 'CAM']",LW,2,False,False,False,False,mat-as-vargas-1997-05-08
M. Kristensen,Mathias Kristensen,1997-03-21,28.8,187.96,77.1,"RW,LW",Denmark,63,74,625000.0,2000.0,Right,1,3,3,Lean,906000.0,,,,,59,55,45,57,58,66,68,65,51,59,74,79,80,56,69,59,69,68,49,66,40,35,62,57,45,59,37,41,40,"['RW', 'LW']",RW,2,False,False,False,False,mathias-kristensen-1997-03-21
O. Aragón,Órles Aragón,1997-06-14,28.6,154.94,72.1,ST,Colombia,56,66,150000.0,1000.0,Right,1,3,2,Normal,240000.0,,,,,36,57,52,42,40,57,38,31,33,52,73,71,68,52,74,55,56,51,60,43,47,10,55,49,56,46,46,19,13,['ST'],ST,1,False,False,False,False,rles-arag-n-1997-06-14
M. Bjärsmyr,Mattias Bjärsmyr,1986-01-03,40.0,185.42,82.1,CB,Sweden,71,71,1400000.0,9000.0,Right,1,2,2,Normal,2700000.0,,,,,40,28,62,50,34,37,40,37,53,53,53,60,57,68,56,47,83,61,77,34,78,72,33,31,34,71,72,72,70,['CB'],CB,1,False,False,False,False,mattias-bj-rsmyr-1986-01-03
Toni Martínez,Antonio Martínez López,1997-06-30,28.6,154.94,69.9,ST,Spain,67,81,1700000.0,18000.0,Right,1,3,3,Lean,,,,,,42,69,65,57,59,61,47,31,43,66,69,72,59,67,69,62,67,56,64,62,60,23,68,51,64,55,20,14,23,['ST'],ST,1,False,False,False,False,antonio-mart-nez-l-pez-1997-06-30
O. Sigurjónsson,Oliver Sigurjónsson,1995-03-03,30.9,175.26,74.8,CM,Iceland,56,62,120000.0,1000.0,Right,1,3,2,Normal,174000.0,,,,,57,39,48,58,39,53,41,59,55,55,65,66,69,56,67,56,62,72,67,47,59,54,51,49,52,48,58,53,54,['CM'],CM,1,False,False,False,False,oliver-sigurj-nsson-1995-03-03
S. Niakaté,Sikou Niakaté,1999-07-10,26.5,182.88,76.2,CB,France,65,81,1000000.0,2000.0,Left,1,3,2,Normal,,,,,,33,25,68,50,28,31,29,26,46,45,67,70,54,59,69,36,71,73,71,25,70,65,33,35,41,54,59,66,64,['CB'],CB,1,False,False,False,False,sikou-niakat-1999-07-10
F. Castillo,Fabián Castillo,1992-06-17,33.6,172.72,68.0,"LM,RM",Colombia,74,75,6500000.0,19000.0,Right,1,4,4,Normal,11500000.0,,,,,65,69,45,61,66,83,75,66,55,77,92,92,91,72,79,76,52,78,59,72,66,43,72,60,61,73,40,50,38,"['LM', 'RM']",LM,2,False,False,False,False,fabi-n-castillo-1992-06-17
L. Majer,Lovro Majer,1998-01-17,28.0,152.4,74.8,"CAM,CM",Croatia,73,84,7000000.0,1000.0,Left,1,3,4,Normal,16800000.0,,,,,75,65,42,76,58,77,79,74,75,75,75,68,81,66,72,74,50,61,47,70,42,22,60,75,78,70,31,26,31,"['CAM', 'CM']",CAM,2,False,False,False,False,lovro-majer-1998-01-17
K. Narey,Khaled Narey,1994-07-23,31.5,154.94,74.8,"RM,LM,RWB",Germany,72,75,3900000.0,10000.0,Right,1,5,3,Normal,6600000.0,,,,,75,66,58,68,44,71,61,49,56,68,83,85,74,70,75,73,78,91,68,56,65,55,68,62,40,66,60,61,65,"['RM', 'LM', 'RWB']",RM,3,False,False,False,False,khaled-narey-1994-07-23
Lu Yao,路尧,1993-06-26,32.6,175.26,78.0,"CDM,LB",China PR,57,59,110000.0,2000.0,Right,1,3,2,Stocky,245000.0,,,,,48,37,54,53,34,58,41,30,56,52,60,64,69,53,78,39,76,75,74,27,52,60,28,32,29,45,58,56,52,"['CDM', 'LB']",CDM,2,False,False,False,False,1993-06-26
G. Corbo,Gabriele Corbo,2000-01-11,26.0,185.42,76.2,CB,Italy,60,80,375000.0,2000.0,Right,1,2,2,Lean,1000000.0,,,,,36,10,62,40,30,40,32,28,40,42,54,55,54,44,60,52,78,64,64,36,44,58,18,27,38,54,58,68,68,['CB'],CB,1,False,False,False,False,gabriele-corbo-2000-01-11
L. Nestor,Loïc Nestor,1989-05-20,36.7,152.4,69.9,"CB,CDM",France,67,67,600000.0,3000.0,Right,1,3,2,Normal,1100000.0,,,,,56,39,68,63,38,42,29,29,64,51,69,60,59,60,72,41,90,73,74,42,65,65,38,42,49,58,66,67,64,"['CB', 'CDM']",CB,2,False,False,False,False,lo-c-nestor-1989-05-20
M. Yatabaré,Mustapha Yatabaré,1986-01-26,40.0,185.42,69.9,ST,Mali,69,69,850000.0,9000.0,Right,1,3,3,Normal,1700000.0,,,,,65,66,73,65,60,66,52,46,61,68,65,65,63,60,50,79,72,63,82,69,70,21,67,59,67,60,44,15,12,['ST'],ST,1,False,False,False,False,mustapha-yatabar-1986-01-26
P. Herrmann,Patrick Herrmann,1988-03-16,37.8,152.4,83.9,RB,Germany,66,66,475000.0,5000.0,Right,1,2,2,Normal,760000.0,,,,,60,19,47,57,23,51,59,28,56,56,69,64,65,60,68,35,77,73,69,20,70,67,28,31,20,52,64,70,75,['RB'],RB,1,False,False,False,False,patrick-herrmann-1988-03-16
C. Klem,Christian Klem,1991-04-21,34.7,172.72,71.2,"LB,LM",Austria,65,66,500000.0,3000.0,Left,1,2,2,Normal,763000.0,,,,,60,40,38,58,40,55,61,54,52,63,84,79,85,61,85,52,61,92,55,41,64,60,54,55,45,58,63,61,57,"['LB', 'LM']",LB,2,False,False,False,False,christian-klem-1991-04-21
H. Delbridge,Harrison Delbridge,1992-03-15,33.8,193.04,93.0,"CB,RB",Australia,65,66,525000.0,3000.0,Left,1,3,2,Normal,696000.0,,,,,21,24,76,60,20,39,20,26,43,50,60,68,57,49,35,54,84,77,90,36,72,56,25,34,33,59,56,57,63,"['CB', 'RB']",CB,2,False,False,False,False,harrison-delbridge-1992-03-15
D. Asonganyi,Dylan Asonganyi,2000-12-10,25.1,152.4,68.9,ST,England,50,73,70000.0,1000.0,Right,1,3,2,Normal,193000.0,,,,,34,55,36,49,49,54,45,40,40,43,69,59,73,47,79,49,55,51,56,42,46,24,39,49,47,47,21,10,11,['ST'],ST,1,False,False,False,False,dylan-asonganyi-2000-12-10
S. Román,Sergio Felipe Román Palacios,1995-05-21,30.7,190.5,76.2,GK,Colombia,65,74,625000.0,1000.0,Right,1,2,1,Lean,969000.0,,,,,16,13,13,29,13,21,15,20,23,24,41,46,34,52,45,16,59,32,68,16,21,23,12,23,23,34,28,13,14,['GK'],GK,1,False,False,False,False,sergio-felipe-rom-n-palacios-1995-05-21
J. Silva,Jonathan Silva,1994-06-29,31.6,152.4,72.1,"LB,LWB",Argentina,74,79,6500000.0,9000.0,Left,1,3,3,Lean,,,,,,73,48,55,70,62,72,70,70,63,73,79,75,74,70,73,79,69,78,65,69,82,70,66,60,55,66,74,73,74,"['LB', 'LWB']",LB,2,False,False,False,False,jonathan-silva-1994-06-29
J. Obita,Jordan Obita,1993-12-08,32.1,154.94,73.9,"LB,LWB",England,70,75,2000000.0,15000.0,Left,1,3,3,Lean,3900000.0,,,,,74,59,58,69,65,67,76,69,70,71,78,78,78,67,72,68,67,64,61,65,68,65,64,65,62,68,70,69,68,"['LB', 'LWB']",LB,2,False,False,False,False,jordan-obita-1993-12-08
S. Cárdenas,Sherman Andrés Cárdenas Estupiñán,1989-08-07,36.5,167.64,64.9,"CAM,CM,RM,LM",Colombia,73,73,4000000.0,5000.0,Left,1,2,3,Normal,,,,,,74,66,41,72,72,73,74,74,67,71,79,79,82,69,90,72,87,78,38,72,62,42,70,76,79,66,58,32,26,"['CAM', 'CM', 'RM', 'LM']",CAM,4,False,False,False,False,sherman-andr-s-c-rdenas-estupi-n-1989-08-07
P. Gallese,Pedro Gallese,1990-02-23,35.9,187.96,77.1,GK,Peru,72,73,,,Right,1,3,1,Normal,,,,,,21,20,18,31,20,19,12,17,24,22,45,49,34,76,57,24,58,30,49,12,22,25,18,59,22,53,23,19,19,['GK'],GK,1,False,False,False,False,pedro-gallese-1990-02-23
Kang Hyeon Mu,강현무 姜贤茂,1995-03-13,30.9,185.42,78.0,GK,Korea Republic,71,75,2200000.0,4000.0,Right,1,3,1,Normal,2900000.0,,,,,14,16,19,29,12,20,19,19,22,10,42,47,32,69,56,20,50,27,32,13,25,23,15,64,25,50,23,20,15,['GK'],GK,1,False,False,False,False,1995-03-13
A. Scheidler,Aurélien Scheidler,1998-06-04,27.6,193.04,89.8,ST,France,58,68,210000.0,1000.0,Right,1,2,2,Stocky,410000.0,,,,,34,58,63,55,47,53,45,53,31,57,48,52,40,48,41,54,61,59,74,58,62,24,59,51,62,54,21,32,18,['ST'],ST,1,False,False,False,False,aur-lien-scheidler-1998-06-04
G. Hooper,Gary Hooper,1988-01-26,38.0,175.26,71.2,ST,England,73,73,3900000.0,25000.0,Right,1,2,3,Stocky,7300000.0,,,,,59,77,72,72,70,65,48,50,48,73,66,66,67,67,73,77,71,67,75,67,59,15,75,60,72,79,20,27,15,['ST'],ST,1,False,False,False,False,gary-hooper-1988-01-26
I. Hagi,Ianis Hagi,1998-10-22,27.2,154.94,69.9,"CAM,LW,RW",Romania,70,84,,,Right,1,4,3,Normal,,,,,,62,63,53,72,54,68,80,65,67,73,74,70,69,69,69,67,41,74,62,67,57,32,64,65,56,63,38,31,33,"['CAM', 'LW', 'RW']",CAM,3,False,False,False,False,ianis-hagi-1998-10-22
C. Forrester,Chris Forrester,1992-12-17,33.1,154.94,68.0,"CM,CDM,CAM,LM",Republic of Ireland,66,69,800000.0,1000.0,Right,1,4,3,Lean,1300000.0,,,,,59,61,62,66,55,63,60,55,65,64,67,65,70,62,67,60,69,85,61,61,58,63,60,68,55,69,63,62,63,"['CM', 'CDM', 'CAM', 'LM']",CM,4,False,False,False,False,chris-forrester-1992-12-17
R. Sears,Ryan Sears,1998-12-30,27.1,154.94,72.1,"RB,CB",England,55,72,170000.0,1000.0,Right,1,3,2,Normal,404000.0,,,,,45,34,51,53,32,51,29,24,54,51,69,70,67,55,64,39,76,63,72,24,52,47,33,31,38,46,48,54,53,"['RB', 'CB']",RB,2,False,False,False,False,ryan-sears-1998-12-30
R. Falk,Rasmus Falk Jensen,1992-01-15,34.0,152.4,64.9,"CAM,CM,RM,LM",Denmark,75,76,8000000.0,20000.0,Right,1,4,4,Lean,11000000.0,,,,,68,62,58,77,62,76,56,51,71,76,84,84,88,74,89,66,86,88,64,60,67,59,72,72,54,73,56,51,50,"['CAM', 'CM', 'RM', 'LM']",CAM,4,False,False,False,False,rasmus-falk-jensen-1992-01-15
W. Hoolahan,Wes Hoolahan,1982-05-20,43.7,167.64,71.2,"CAM,RW,LW",Republic of Ireland,72,72,1000000.0,18000.0,Left,2,2,3,Lean,2000000.0,,,,,72,63,43,75,62,72,73,67,71,79,59,51,69,65,88,70,33,47,53,67,39,35,64,80,77,73,42,51,36,"['CAM', 'RW', 'LW']",CAM,3,False,False,False,False,wes-hoolahan-1982-05-20
S. Kelly,Shaun Kelly,1989-10-15,36.3,154.94,73.9,RB,Republic of Ireland,55,55,70000.0,1000.0,Right,1,2,2,Lean,109000.0,,,,,54,41,49,48,34,49,50,50,50,54,54,56,52,52,57,47,51,62,59,46,58,54,42,49,38,55,51,53,54,['RB'],RB,1,False,False,False,False,shaun-kelly-1989-10-15
Lim Jong Eun,임종은 林宗垠,1990-06-18,35.6,193.04,88.0,CB,Korea Republic,66,67,575000.0,3000.0,Right,1,3,2,Normal,791000.0,,,,,43,38,76,57,30,58,38,38,52,60,61,57,40,58,34,39,33,64,82,37,68,63,37,47,37,61,60,68,64,['CB'],CB,1,False,False,False,False,1990-06-18
